iter	RMSE
185	74.34050117
186	74.340116
187	74.33864757
188	74.33403032
189	74.33171133
190	74.32962643
191	74.32504351
192	74.32156733
193	74.31690529
194	74.31641329
195	74.31218252
196	74.31082145
197	74.30982559
198	74.30704316
199	74.3019002
200	74.29759649
201	74.29459423
202	74.2932813
203	74.29305458
204	74.29130935
205	74.29016237
206	74.2816594
207	74.28102716
208	74.27722036
209	74.26935415
210	74.26891768
211	74.26675211
212	74.26464163
213	74.25769112
214	74.25487159
215	74.25373463
216	74.24860911
217	74.24846251
218	74.24562777
219	74.24173691
220	74.23942008
221	74.2389713
222	74.23418007
223	74.23008733
224	74.2243165
225	74.22318027
226	74.21976721
227	74.21856783
228	74.21674867
229	74.2161808
230	74.21469845
231	74.21339292
232	74.20959691
233	74.20536276
234	74.20303369
235	74.19698139
236	74.1966136
237	74.19031825
238	74.1839649
239	74.18026973
240	74.17823648
241	74.17693449
242	74.17559962
243	74.17244075
244	74.16956558
245	74.16772705
246	74.16196196
247	74.16131818
248	74.1551352
249	74.15081497
250	74.14788879
251	74.1428899
252	74.14271909
253	74.13861828
254	74.13178595
255	74.13018462
256	74.12854831
257	74.12367673
258	74.11998003
259	74.11601594
260	74.1154598
261	74.11239911
262	74.10865928
263	74.1079053
264	74.10525665
265	74.09835494
266	74.09751764
267	74.09569293
268	74.09318568
269	74.0905663
270	74.09003302
271	74.08425888
272	74.08169678
273	74.08034185
274	74.07906534
275	74.07828656
276	74.07547911
277	74.0713336
278	74.06555508
279	74.06488327
280	74.06328766
281	74.05615296
282	74.05201683
283	74.05001617
284	74.04782463
285	74.04088517
286	74.03837281
287	74.0347423
288	74.0335041
289	74.03232907
290	74.0296991
291	74.01993841
292	74.01880923
293	74.0152313
294	74.01116331
295	74.00884884
296	74.00870417
297	74.00447106
298	74.00171428
299	73.99998265
300	73.99913014
301	73.9936638
302	73.99243047
303	73.99170083
304	73.99107374
305	73.98690069
306	73.98565195
307	73.97993173
308	73.97880727
309	73.97444085
310	73.97143588
311	73.96861468
312	73.96350742
313	73.96327565
314	73.96288975
315	73.96196174
316	73.95963312
317	73.95864067
318	73.95832006
319	73.95673191
320	73.95364909
321	73.95102557
322	73.94975919
323	73.94719365
324	73.94543361
325	73.94061973
326	73.93846548
327	73.93734342
328	73.93527916
329	73.93190625
330	73.93078351
331	73.92934077
332	73.92828774
333	73.9275076
334	73.92584289
335	73.9232751
336	73.92013058
337	73.92002927
338	73.9176461
339	73.91732339
340	73.91674879
341	73.91266767
342	73.90972841
343	73.90173173
344	73.89468938
345	73.89439314
346	73.89091693
347	73.88980195
348	73.88935598
349	73.88347613
350	73.87848759
351	73.87795803
352	73.87754081
353	73.87451597
354	73.87313151
355	73.86888289
356	73.86457944
357	73.85742171
358	73.85458044
359	73.85378812
360	73.8524725
361	73.84989138
362	73.84749895
363	73.845207
364	73.84386033
365	73.84320871
366	73.84140712
367	73.84001679
368	73.83675504
369	73.83418983
370	73.83162415
371	73.82832622
372	73.82509376
373	73.8231948
374	73.82287479
375	73.82048741
376	73.81949418
377	73.81848729
378	73.81766826
379	73.80975929
380	73.80874279
381	73.80709877
382	73.80659043
383	73.8003779
384	73.79906981
385	73.79875163
386	73.79639135
387	73.79590564
388	73.79519294
389	73.79212534
390	73.79007744
391	73.78768622
392	73.78072874
393	73.77683212
394	73.77448392
395	73.77432055
396	73.77339955
397	73.77234752
398	73.76987463
399	73.76873207
400	73.76459208
401	73.76252437
402	73.76159023
403	73.76077282
404	73.75897278
405	73.75757965
406	73.75712803
407	73.75619414
408	73.75415551
409	73.75276688
410	73.74991546
411	73.74632094
412	73.74378043
413	73.74121236
414	73.7384405
415	73.73278887
416	73.73186124
417	73.72852907
418	73.72595246
419	73.71780058
420	73.71004098
421	73.70914936
422	73.7073043
423	73.70712518
424	73.70427498
425	73.70274519
426	73.6974793
427	73.69634868
428	73.68722379
429	73.68649887
430	73.68415606
431	73.68283879
432	73.68243154
433	73.67810646
434	73.67581934
435	73.67129175
436	73.67090196
437	73.66875491
438	73.66793115
439	73.6659999
440	73.66442002
441	73.66213812
442	73.66110309
443	73.66009589
444	73.65568423
445	73.65488528
446	73.65314298
447	73.65040206
448	73.64691153
449	73.64414716
450	73.64236434
451	73.64045929
452	73.63546635
453	73.63531645
454	73.63489089
455	73.63257264
456	73.62994482
457	73.6253092
458	73.6246974
459	73.62256989
460	73.62052704
461	73.61997151
462	73.61815134
463	73.61719671
464	73.61563629
465	73.61172179
466	73.61003218
467	73.60886814
468	73.60726181
469	73.60610649
470	73.60462424
471	73.60350261
472	73.60243566
473	73.60189576
474	73.60027871
475	73.59603161
476	73.59212434
477	73.58547034
478	73.58361756
479	73.57935377
480	73.57806318
481	73.57376774
482	73.57219348
483	73.56886249
484	73.56771745
485	73.56720354
486	73.56392955
487	73.55855307
488	73.5567489
489	73.55611011
490	73.55537046
491	73.55287335
492	73.55143366
493	73.54899333
494	73.54620719
495	73.54509767
496	73.54429648
497	73.54216741
498	73.54102245
499	73.53557669
500	73.53467113
501	73.53208729
502	73.53197326
503	73.52928528
504	73.52824346
505	73.52247321
506	73.51888813
507	73.5187021
508	73.51759758
509	73.51308873
510	73.51111325
511	73.50903571
512	73.50515835
513	73.50482121
514	73.50418994
515	73.49769591
516	73.49465296
517	73.48991888
518	73.48932069
519	73.48668262
520	73.48444548
521	73.48030414
522	73.47692654
523	73.47354511
524	73.46962862
525	73.46692503
526	73.46484637
527	73.46434049
528	73.45934627
529	73.45855519
530	73.45685428
531	73.45336184
532	73.45051769
533	73.44823117
534	73.44692689
535	73.44376758
536	73.44097875
537	73.43691218
538	73.43512676
539	73.43243605
540	73.42987685
541	73.42808141
542	73.42743248
543	73.42541013
544	73.42023734
545	73.41986059
546	73.41790725
547	73.41705036
548	73.41570234
549	73.40696485
550	73.40596046
551	73.40074378
552	73.39410893
553	73.39327064
554	73.39113535
555	73.38976199
556	73.38692895
557	73.38292213
558	73.37740622
559	73.37627431
560	73.37560118
561	73.37248646
562	73.37095716
563	73.37023414
564	73.36869107
565	73.36416449
566	73.3619798
567	73.36172334
568	73.35889466
569	73.35623889
570	73.35404466
571	73.3520238
572	73.35062561
573	73.34460675
574	73.33631988
575	73.33334045
576	73.3316058
577	73.33036691
578	73.3295487
579	73.32741287
580	73.32635708
581	73.32611829
582	73.3219186
583	73.3216486
584	73.31998018
585	73.31962526
586	73.31733395
587	73.31554015
588	73.31373978
589	73.31109832
590	73.30671963
591	73.30346717
592	73.2998267
593	73.29640036
594	73.29440946
595	73.29124338
596	73.28841647
597	73.2805027
598	73.27660641
599	73.27639294
600	73.27383896
601	73.27116648
602	73.26898807
603	73.26615125
604	73.26431562
605	73.26172722
606	73.25809576
607	73.2561186
608	73.25523183
609	73.25391186
610	73.25013814
611	73.24814075
612	73.24623685
613	73.2435328
614	73.24105307
615	73.23979328
616	73.23624191
617	73.23502481
618	73.23335353
619	73.22985635
620	73.22661304
621	73.22587845
622	73.22481031
623	73.22080301
624	73.21917222
625	73.21828405
626	73.2168619
627	73.21471297
628	73.21262504
629	73.20930864
630	73.20382628
631	73.20155922
632	73.19964131
633	73.19887302
634	73.19862106
635	73.19529838
636	73.19021559
637	73.18787119
638	73.18746065
639	73.18587435
640	73.18464247
641	73.18350017
642	73.18045448
643	73.17849276
644	73.17735975
645	73.17708702
646	73.17341648
647	73.1713995
648	73.1691858
649	73.16527548
650	73.16257269
651	73.16019605
652	73.15638627
653	73.14754325
654	73.1459879
655	73.14361659
656	73.14191373
657	73.14093461
658	73.13654423
659	73.13602272
660	73.1328105
661	73.132557
662	73.12987676
663	73.12855829
664	73.12752874
665	73.12236249
666	73.12068823
667	73.1167188
668	73.11543712
669	73.11002655
670	73.10517728
671	73.10260331
672	73.09683316
673	73.09503548
674	73.09347638
675	73.08653265
676	73.0817611
677	73.08154585
678	73.08058539
679	73.07255773
680	73.07081754
681	73.06505597
682	73.06259773
683	73.06146545
684	73.05955197
685	73.05549813
686	73.04990623
687	73.04655445
688	73.04471188
689	73.04305013
690	73.04161294
691	73.03557458
692	73.03150696
693	73.02768536
694	73.02733736
695	73.0233831
696	73.01503055
697	73.01213665
698	73.01008303
699	73.0036181
700	73.0024797
701	72.99619329
702	72.9924179
703	72.9910136
704	72.98991846
705	72.98947279
706	72.98519524
707	72.98406207
708	72.98061733
709	72.97486127
710	72.973647
711	72.9682689
712	72.96243155
713	72.95683054
714	72.95282356
715	72.94508162
716	72.93820423
717	72.93550826
718	72.92684571
719	72.91864063
720	72.91365447
721	72.91004864
722	72.90318618
723	72.90222144
724	72.89948063
725	72.89588796
726	72.89566377
727	72.89135715
728	72.88524949
729	72.88441352
730	72.88096468
731	72.87934857
732	72.8715063
733	72.8708148
734	72.87057439
735	72.86456324
736	72.8600985
737	72.85652656
738	72.85470777
739	72.84914429
740	72.84473553
741	72.844204
742	72.83964753
743	72.834929
744	72.83183688
745	72.82883369
746	72.82091735
747	72.81670265
748	72.81452607
749	72.81425374
750	72.80860896
751	72.80038102
752	72.79919258
753	72.79883588
754	72.7978927
755	72.78886583
756	72.7879966
757	72.77955993
758	72.77846905
759	72.77100427
760	72.76734734
761	72.76073405
762	72.75253871
763	72.75225755
764	72.74961423
765	72.74895258
766	72.74743138
767	72.74413091
768	72.74003033
769	72.7337179
770	72.73200233
771	72.72582739
772	72.72355893
773	72.71520192
774	72.70639697
775	72.70177671
776	72.69782166
777	72.69608131
778	72.69547818
779	72.6860557
780	72.68562849
781	72.6802803
782	72.67937907
783	72.66914339
784	72.65998136
785	72.6597633
786	72.65158145
787	72.64911153
788	72.6477703
789	72.64516643
790	72.64358395
791	72.64069568
792	72.63965412
793	72.63278434
794	72.62639609
795	72.62603401
796	72.62511891
797	72.61774015
798	72.61572779
799	72.60788419
800	72.60309332
801	72.59708819
802	72.59032385
803	72.59001873
804	72.58386609
805	72.5818778
806	72.57748247
807	72.5690188
808	72.5662022
809	72.55707678
810	72.55391813
811	72.5400781
812	72.53314107
813	72.52432779
814	72.52207309
815	72.52130325
816	72.51877454
817	72.51343919
818	72.50670803
819	72.50413607
820	72.49970603
821	72.49794266
822	72.49716023
823	72.496426
824	72.48988442
825	72.48902845
826	72.48736975
827	72.48101496
828	72.47939187
829	72.47749524
830	72.47515994
831	72.46788776
832	72.45993956
833	72.45848306
834	72.45792691
835	72.45722416
836	72.45608689
837	72.45210223
838	72.45009159
839	72.43946024
840	72.43845124
841	72.43002703
842	72.42202246
843	72.41702289
844	72.4161151
845	72.4144911
846	72.40941256
847	72.4091
848	72.40864379
849	72.40821103
850	72.40287141
851	72.40053362
852	72.39432993
853	72.38571268
854	72.38366515
855	72.37955073
856	72.3697342
857	72.36317669
858	72.36305671
859	72.36179006
860	72.35999505
861	72.34868092
862	72.34792343
863	72.34761557
864	72.34275018
865	72.34145872
866	72.33928917
867	72.33085596
868	72.3283383
869	72.32096884
870	72.31655357
871	72.31510944
872	72.30955691
873	72.30768783
874	72.30560769
875	72.30387888
876	72.29994187
877	72.29526934
878	72.2925289
879	72.28494118
880	72.28335836
881	72.28026269
882	72.27636581
883	72.2718591
884	72.26057733
885	72.25908652
886	72.25678583
887	72.24409246
888	72.24386517
889	72.24236932
890	72.24052787
891	72.23883925
892	72.23234194
893	72.2302667
894	72.22712129
895	72.22422103
896	72.22282006
897	72.22025138
898	72.2067025
899	72.20635619
900	72.20510687
901	72.19960531
902	72.19645992
903	72.19005098
904	72.18882906
905	72.18643617
906	72.17921151
907	72.17670069
908	72.17494773
909	72.17244865
910	72.16655887
911	72.1651273
912	72.15788751
913	72.15652539
914	72.15490899
915	72.14805497
916	72.14251104
917	72.14054618
918	72.13292761
919	72.13029407
920	72.12412267
921	72.11261365
922	72.11119585
923	72.11039662
924	72.10798682
925	72.10767479
926	72.10533468
927	72.10401196
928	72.10259027
929	72.09775647
930	72.0913557
931	72.08449203
932	72.08196476
933	72.08101825
934	72.08006823
935	72.07280213
936	72.06996221
937	72.06876169
938	72.06855093
939	72.06709691
940	72.05389931
941	72.05225412
942	72.05173711
943	72.043886
944	72.04091496
945	72.03348765
946	72.03296843
947	72.03005473
948	72.0207892
949	72.01918964
950	72.01311178
951	72.0025333
952	72.00049167
953	71.99804778
954	71.98966159
955	71.98705598
956	71.98438723
957	71.98296863
958	71.97359948
959	71.97192597
960	71.9645759
961	71.95791724
962	71.95713346
963	71.95655127
964	71.9564365
965	71.95336374
966	71.95319789
967	71.95071547
968	71.94970578
969	71.94820483
970	71.94647109
971	71.94500344
972	71.94315332
973	71.94092785
974	71.93907968
975	71.92824563
976	71.92552442
977	71.921384
978	71.91992142
979	71.91737081
980	71.91584019
981	71.91418727
982	71.91391319
983	71.91162787
984	71.91092843
985	71.9062803
986	71.90571854
987	71.90446834
988	71.90295857
989	71.90260004
990	71.90016754
991	71.89886153
992	71.89739215
993	71.89459755
994	71.89412402
995	71.89203559
996	71.89159128
997	71.89115008
998	71.89068824
999	71.88929061
