,0
0,-5.600359534536755
1,-6.938052600100298
2,-9.429457652064865
3,-2.1771076965498546
4,-9.24639097528162
5,-9.875182928330512
6,-7.262219620444582
7,-3.688229404444438
8,-12.642009096433616
9,-5.8063798989903646
10,-12.305982405225942
11,-9.148445495233208
12,-8.210716483471016
13,-3.049713105357925
14,-8.739890286710278
15,4.448594510648169
16,8.430819037538129
17,10.119822049578648
18,5.90066114998589
19,14.34687535462401
20,12.069609997728856
21,-8.751482615954831
22,-8.746364820102386
23,-8.601687656583202
24,-7.095532690091867
25,-2.2770038369950507
26,4.25087510256973
27,9.651011144893332
28,-3.140868058459379
29,-7.311221903555205
30,-4.429065010314432
31,-12.360425452856301
32,-8.097101678375711
33,-6.46452253160232
34,-2.3437617449624772
35,-13.104974192961226
36,-4.7202455770379785
37,-7.9690095425565355
38,-7.683414996727032
39,-6.980420262405959
40,-7.95606261517361
41,-9.788394422734246
42,-3.3514599494863746
43,-0.45236311060634726
44,-3.3812091655447185
45,-6.100174843291108
46,-7.314992051513234
47,-10.082828781905542
48,0.8384930129739785
49,1.002209890679672
50,-7.668783992023246
51,-1.841962565479471
52,-4.84682388870211
53,-4.2985279469395685
54,1.2245566476742802
55,-10.394879235806343
56,-12.648453186811766
57,-3.794280009187493
58,-2.2682226777307855
59,-2.8510962807970537
60,-0.9950420261416499
61,-1.1760079205449359
62,-2.152355518640999
63,-6.587828601733838
64,-7.238032916908051
65,-5.793571067815967
66,-10.582529991143435
67,3.95853478134703
68,-2.0557264036138765
69,7.214574830221187
70,-1.7571441498652003
71,-5.244158305600198
72,-0.3682494421837439
73,-3.7940157720834082
74,-12.011649253978703
75,-13.702784330645967
76,-9.169131981369329
77,-8.203226258242845
78,-2.4484906173800867
79,-4.10802421465553
80,-3.109504036774582
81,-3.2993543635063283
82,-10.176974539948882
83,-8.684486881168109
84,-8.150499903907438
85,-4.4009785113681055
86,-1.5114510479990957
87,0.6297888397162814
88,-1.291048692947979
89,-7.0576442107738
90,-12.922854805787676
91,-4.223863756434151
92,-7.56654274478305
93,-8.655234966895666
94,-6.804914957129231
95,-13.54163127289274
96,-8.360724471465495
97,-4.764076567057604
98,-1.6527788782641417
99,-4.151341252980165
100,-0.9385695278607531
101,-4.756797787084926
102,-9.562890176842659
103,-11.410787589648535
104,-12.782448789232124
105,-2.497512551217349
106,-11.179417782572191
107,-9.510785963822023
108,-7.6903757536006445
109,-6.917992071084784
110,-4.273161050651359
111,-2.02444503230807
112,-7.039456292774925
113,-7.0763382619171775
114,-8.432190103703803
115,9.13763093728103
116,-5.9280587624072805
117,-10.451350713719808
118,-9.361090440206898
119,-2.1540990413063312
120,-9.265981530504455
121,-4.137275386528159
122,9.884601267089389
123,2.474461868966272
124,-11.051791309456117
125,-0.7799272435489755
126,-2.469331707943326
127,-8.278012909754434
128,-3.80977718730096
129,-2.2698277852454765
130,0.6749001567928992
131,-10.285992246034379
132,-4.559647930482584
133,-7.416416022085049
134,-1.0428461199350136
135,-12.087260543262754
136,-8.062202121851342
137,-4.556221206792072
138,-9.843306898198001
139,-10.356048008631085
140,-9.56635107058747
141,-6.877787555699211
142,0.597877568084197
143,-3.966837295443068
144,1.9352662545082842
145,-0.04068599854705646
146,-6.002148398157446
147,0.6272109145835096
148,-2.9987084406573263
149,-3.3265017570108157
150,-8.33361696718625
151,-2.2119686685878044
152,-7.5379537697222325
153,-6.649809176202021
154,-2.6548699301336645
155,-4.908320670515119
156,-5.147544184825007
157,-1.7675773473602459
158,-0.019284402166743764
159,-8.008070613452793
160,-10.495143793532172
161,-12.486658353794121
162,-2.3030752502409535
163,-5.773830739250506
164,-6.741937013734757
165,-1.226940516565491
166,-2.27184165969046
167,0.60816443945793
168,-5.100250567551567
169,-4.471530624190714
170,-7.626345296932425
171,-2.8438805102190465
172,-0.9675447002292645
173,1.4797793984152463
174,-6.274899139114471
175,-9.285894723066813
176,-5.938219070442623
177,-10.885855169644358
178,3.0000895312894196
179,-3.9964680912608275
180,-6.268021466575943
181,3.5329669219338626
182,-0.8313076761312477
183,2.209995780513733
184,-9.789631989830415
185,-1.8586180015339924
186,-8.671058194346251
187,-8.59319252246691
188,-3.522722002142502
189,-0.8481890283555553
190,-1.851617197366612
191,-7.125487242022889
192,-7.3862622288722415
193,0.22411225186459838
194,-6.229050258927524
195,-2.351292668607894
196,0.3597419369464032
197,-3.141088362769956
198,-5.423569683508242
199,-6.654170214337748
200,6.625331629029159
201,7.087752229443092
202,15.089519591840343
203,11.406489212476018
204,17.09318893816388
205,13.819997648939744
206,0.3910197902979098
207,13.091187113505903
208,3.0755398872721003
209,11.527159883308071
210,1.7588148744471006
211,13.538870606717254
212,-0.5584925545378252
213,12.351392511724944
214,-6.60948899012968
215,-7.785397927396674
216,-7.038088045477499
217,10.353739197474296
218,13.60427103098321
219,-1.0441864879017972
220,-4.879866261105933
221,18.282647628687215
222,-5.724501460730915
223,-8.495884074939902
224,-2.704970490955227
225,-7.396465674076693
226,-1.9073291511540424
227,0.7010785176724288
228,-1.0144535851900394
229,-3.1694928226160055
230,-3.8643548189594377
231,-0.6631758876163723
232,-2.5659922038977006
233,-3.2408016846579666
234,1.1111468883380637
235,-2.110312420605706
236,-0.17284548268212108
237,7.9566532569472255
238,5.320932976801837
239,5.249115406552154
240,-8.920884133042067
241,12.851708287806593
242,12.307237862173873
243,14.859095316049412
244,-0.8837708948358298
245,12.306066197867368
246,-0.9114811161838563
247,-0.6929911009464398
248,6.297283387329831
249,-2.0740261259453616
250,8.391838652137015
251,6.651274449976361
252,11.106267891144967
253,-0.04592802343559832
254,0.03642355628812144
255,-1.4205738212889156
256,-1.4006159889524907
257,-2.5517181217018017
258,0.2329944886175408
259,7.1178113733924455
260,-5.420126450259618
261,-6.012051116487674
262,-5.465867709756192
263,5.467267802838199
264,-5.905893284580918
265,-0.09958213924961656
266,-8.93765956354451
267,1.024868729585719
268,-1.4054961320879087
269,-2.9413540330168386
270,-5.894132727958672
271,-6.051335264091357
272,-6.215148341350597
273,-3.4668062541147244
274,-1.324839639803508
275,-0.8719060728946906
276,11.72964243243356
277,5.094809535524843
278,7.4053955264187366
279,-2.121745572250634
280,-10.198413908926813
281,-4.987018782013857
282,-1.4141481459421774
283,4.632405384626253
284,-1.4749342276512032
285,2.3981215424054136
286,-7.019321948261537
287,2.9816412902644878
288,-9.086667817256853
289,-5.922256826422311
290,-6.234002950893046
291,-9.918544309851153
292,-2.902566896558927
293,2.840847764623316
294,-11.435358986092574
295,-1.69853937048714
296,0.969038617333708
297,-0.17889790007608486
298,-2.2399485894766884
299,1.0753888179744835
300,-7.654266066340453
301,-6.3052890202424905
302,0.114304249603697
303,0.022266519062541512
304,-6.162337272849204
305,-1.1577785404453462
306,-3.6722819256628987
307,2.7313432981783734
308,-10.207624175281584
309,1.1028408653636208
310,1.6573088247521293
311,-0.08005751612376555
312,-1.156119610621732
313,3.495566166862286
314,-1.2281148857370616
315,-6.302250938859782
316,-3.525302548295004
317,-1.8361889263749869
318,-1.4817211981875564
319,-6.285915437021888
320,-1.6401858452886156
321,-2.98532791565799
322,-9.144741106750528
323,-10.390917238714561
324,-8.55253063749478
325,-11.059391293397091
326,-0.6991343818116342
327,-1.9397848048679975
328,-11.61099966299636
329,-14.71855936461952
330,7.900007149017037
331,-5.354111514576802
332,-8.879851674598058
333,-3.7695199032080238
334,-3.1105670538273222
335,2.278199031273221
336,-1.1297915790634212
337,1.7305564874172674
338,-1.8907667371198738
339,2.704457491712539
340,-0.8427911324575805
341,1.185389560359702
342,-4.230287672099964
343,-4.384486686047053
344,-3.1740960584756635
345,0.3628672221755065
346,-2.6543256416074263
347,-5.922613242022714
348,-1.7037090395662642
349,-7.0619713345772075
350,-8.178153528707064
351,-12.988906902867976
352,-0.8201958440906707
353,-11.970123779462835
354,-11.203400369963008
355,-7.070482014193163
356,-8.07944825547351
357,-3.283064177002686
358,-5.077794940119081
359,-11.16901546435286
360,-5.582277529792527
361,4.445099663019713
362,-2.8374325077294755
363,-8.850037407573826
364,-0.10706304541455802
365,-10.06942284975194
366,-8.149771187549334
367,-7.697784424285986
368,-6.319780851403993
369,-2.419861502276716
370,-8.113583228808821
371,-2.64501032644458
372,-1.5768491158513085
373,-10.788133503106861
374,-7.222675358546898
375,-11.82610339318068
376,0.8018291674198643
377,-4.926732738398824
378,-4.6377266299693884
379,-6.22282044915044
380,-7.337178984034661
381,-2.1665241503334047
382,-7.865576386510811
383,-8.576603098117054
384,-7.510409160080795
385,-0.08051367744606353
386,-0.2875403759196651
387,-6.816298382428485
388,-10.956387824957199
389,-1.0883801603762093
390,2.1898483984192545
391,1.2883298435314874
392,-12.601316054859694
393,-9.796986430992124
394,-10.645157797894537
395,5.3440864315483125
396,-6.078712271807117
397,-3.2096378711666693
398,-6.544837950862253
399,-4.198958710510709
400,-7.446077791747883
401,1.5652614233705897
402,8.326340312718171
403,8.326340312718171
404,13.824707794168571
405,14.298925767538304
406,7.644250083964538
407,0.44512702176317775
408,-3.416413743964976
409,3.623558232036146
410,7.6750996793239565
411,-8.078231758170128
412,-6.425904948085822
413,-1.1996449953720922
414,-7.0090568008571354
415,2.232390841052119
416,-5.29408288574348
417,2.946848569239349
418,-16.50845006945829
419,-8.180364634769345
420,15.468665476051378
421,-3.930885230742895
422,4.4225356670162235
423,-1.97958468013387
424,-3.6335223401546446
425,-3.1671229236527547
426,-1.2603139005894923
427,14.621799708794292
428,-5.980934139236634
429,-3.8169452067869107
430,-10.67746832078289
431,1.0826492853609473
432,-5.698461036389404
433,1.3155111404686108
434,-4.025127626218495
435,-2.028616133034898
436,-0.7020542222511335
437,-6.400347563373061
438,-9.582850253931472
439,-6.826178021123537
440,-5.490768726848426
441,3.2877631623044365
442,-5.963049917417639
443,-6.293125533109224
444,-4.33525539057292
445,-11.26681941809759
446,-6.950153168022345
447,-5.840483830374388
448,-4.168206224077034
449,-5.006870282392425
450,-4.9861440742050664
451,2.0530268246192085
452,1.2966905970207891
453,-12.499880869692678
454,0.25075102792171133
455,-3.9773487856269054
456,5.958469005712075
457,-5.065844779147925
458,-1.7553576332543317
459,-5.579249579596897
460,12.013390027418382
461,11.317404515022032
462,-6.961530667710091
463,-1.7072388468363142
464,1.9087601867092756
465,12.156823962722745
466,-10.372011854720576
467,-10.993808758876096
468,-4.2155010072214445
469,-9.425473179660639
470,-8.27356912018318
471,-7.382298149495265
472,-2.560556930773736
473,-1.8257649405813932
474,1.3065592253167289
475,-1.633596924843856
476,-11.549302972915944
477,-12.803351545515252
478,-1.6902275913218634
479,-6.126046537265678
480,-5.007547417336156
481,-10.771763138347447
482,-7.055150312102274
483,5.162858808438822
484,12.553223053374708
485,-10.319722733675267
486,2.343415406145322
487,-3.9232746728495522
488,-2.7840382346990142
489,-7.431463709039906
490,-6.02769704335655
491,4.366424770495939
492,-10.819227793130398
493,-5.600492056838761
494,-1.5304126554249615
495,-1.589348264198425
496,-11.458856144044214
497,-0.8384498895949293
498,0.3657074585774289
499,-8.487782591566663
500,-3.1451987761578226
501,-8.747095872681083
502,-3.84758708313037
503,-4.524440451263182
504,-2.5109066851659905
505,-5.124442205763387
506,14.123021307893335
507,15.542558816795548
508,12.164224060468417
509,14.515807160108213
510,6.734266175049019
511,3.043461609011765
512,9.112350206647205
513,6.334686872375279
514,13.697828660502246
515,9.278076168726255
516,3.846146020997346
517,12.494405270149123
518,9.179520265338722
519,-7.999295232471228
520,8.746852665899715
521,-5.994386572337515
522,-5.2840112648200215
523,-2.1029700313366226
524,3.341789567787939
525,4.462956963167658
526,-3.883820228190536
527,-0.15427292538714132
528,-0.27212282773042684
529,0.006614527317367003
530,-3.5431577332297532
531,1.8046366408476358
532,-5.06633633333225
533,-10.5920398180425
534,-0.2688412195556835
535,-1.5798394874551895
536,6.784841154848266
537,11.679536784663462
538,-4.897129688305693
539,0.9579862885072963
540,9.47706891690517
541,4.057429940219109
542,11.587499385169819
543,10.921233469791282
544,-1.3897624723535191
545,2.6469201184532514
546,11.488694750783896
547,-5.037678621333303
548,4.912944214714311
549,-1.3403470900054248
550,-6.432079455608376
551,-2.9070888748359205
552,0.36150424915892465
553,-3.186828379879196
554,-9.011908966804606
555,5.068167846521653
556,-3.4928923612394605
557,-0.47430761618120787
558,0.44824396374613906
559,-7.67991330238426
560,-7.215655149255168
561,-8.115825212061843
562,-9.35913073180735
563,-5.082449710941061
564,0.8114691607148479
565,-9.98899020034919
566,-7.127041006899214
567,-3.407359684466381
568,-2.7359929466138992
569,-3.8375884423463926
570,-6.606843692242964
571,-7.015348939234289
572,-5.748315372727576
573,-1.360735950450166
574,-3.5725809059141205
575,-0.5241273122499748
576,0.6418740780446628
577,-1.9664177173710744
578,-10.297227313208147
579,1.6428498490981367
580,4.4159891134776865
581,-0.053504659715376324
582,-5.562972608439143
583,0.8279532112441039
584,-7.439103941594073
585,3.0878617629232483
586,-0.634067963732313
587,-2.8646675213881827
588,-6.658774728409045
589,-14.643847656142242
590,-8.481694578733308
591,0.6930937366925995
592,-3.7071173598664613
593,-6.614946696933584
594,2.2066294242254427
595,-0.41230349080857076
596,0.29838224110103084
597,0.26681471466997353
598,0.3746992525222188
599,-3.0780325283264705
600,5.114352018650891
601,1.0381909992727714
602,-6.953650694802294
603,-5.109086351606612
604,-6.610339495904263
605,-4.073337460398158
606,-4.041257801839171
607,-1.0176090722849938
608,-8.734978308456537
609,-4.073774127185287
610,-1.6189669115645458
611,-6.4422306275313925
612,-9.836271652644902
613,-11.135350512859034
614,-4.94969662077264
615,-1.1680757796772994
616,0.10630259651481966
617,-1.141393570647309
618,-3.0416484202508323
619,-0.37879690861963367
620,0.015606827245315369
621,4.991184055016879
622,-1.0312901442262026
623,-0.24147555319716263
624,-2.5366996305796463
625,-2.692220500056001
626,-7.212357748260165
627,-10.402073014892409
628,-5.084519026290264
629,-8.603683841895101
630,-7.969318597919728
631,-7.005031875200737
632,-7.179189032214758
633,-2.1296695255889198
634,-4.177174228364416
635,-11.694589491994398
636,-8.40243130544993
637,5.313860356271356
638,-11.31094854548499
639,-7.284328126793943
640,-8.044609533531455
641,-6.041935889734486
642,-2.820559652577614
643,-7.109766517869584
644,-4.912166759665606
645,-11.516016670192775
646,-9.851699512121076
647,-1.9483001608471069
648,-3.0755759215944605
649,-11.103759713889119
650,-2.4311018264676774
651,-5.883947119813413
652,0.8595173151491373
653,-11.088300384431554
654,0.8346279039239168
655,-6.278606271396349
656,-7.186530563719677
657,-3.226054119906329
658,-8.993068453875464
659,-7.243562974177345
660,-1.6095513221615263
661,-3.684450903616699
662,-2.5003588481185655
663,-4.347536155966545
664,-5.838684818240499
665,-4.643720116354862
666,-4.52960417583474
667,-5.1936307527490255
668,-12.492073612376155
669,-0.17839744787680445
670,-5.871634498711133
671,-14.675041777128753
672,-2.9923667638430564
673,-0.028051259216872904
674,-8.305859247550769
675,-3.9671330253669885
676,1.9185964881627813
677,-8.426009243542795
678,-6.04225806720667
679,-6.794238242651557
680,-7.264172896631678
681,-3.7850193998749346
682,-8.45954216252056
683,-8.619322028768792
684,3.0129989170210054
685,-8.501329617282673
686,2.227260897267869
687,-3.1385858737242724
688,0.7271785195216092
689,-7.138569485808221
690,-4.6553770340912415
691,-3.876071434940048
692,1.1977518399237086
693,-11.021643316579542
694,1.9417684538582316
695,-5.20007618934573
696,5.354384308701997
697,-7.3278368165599925
698,-2.1766252528337082
699,-3.780613513579743
700,10.366658429570952
701,14.510231623868137
702,13.325072725742206
703,6.021493795543041
704,-4.239630448096964
705,-1.8055483605940672
706,-5.148694372480367
707,-3.394335546557059
708,2.3127421652806808
709,-8.002954169645356
710,-18.157738580097757
711,-8.958542754210495
712,-5.4996610061572175
